instance,algorithm,random_seed,epsilon,horizon,regret
instance-2,ucb,8,0,204800,-205
instance-2,ucb,9,0,204800,299
instance-2,ucb,10,0,204800,277
instance-2,ucb,11,0,204800,418
instance-2,ucb,12,0,204800,580
instance-2,ucb,13,0,204800,430
instance-2,ucb,14,0,204800,132
instance-2,ucb,15,0,204800,374
instance-2,ucb,16,0,204800,450
instance-2,ucb,17,0,204800,331
instance-2,ucb,18,0,204800,376
instance-2,ucb,19,0,204800,232
instance-2,ucb,20,0,204800,815
instance-2,ucb,21,0,204800,663
instance-2,ucb,22,0,204800,632
instance-2,ucb,23,0,204800,705
instance-2,ucb,24,0,204800,76
instance-2,ucb,25,0,204800,326
instance-2,ucb,26,0,204800,506
instance-2,ucb,27,0,204800,331
instance-2,ucb,28,0,204800,98
instance-2,ucb,29,0,204800,249
instance-2,ucb,30,0,204800,386
instance-2,ucb,31,0,204800,560
instance-2,ucb,32,0,204800,289
instance-2,ucb,33,0,204800,375
instance-2,ucb,34,0,204800,357
instance-2,ucb,35,0,204800,18
instance-2,ucb,36,0,204800,357
instance-2,ucb,37,0,204800,635
instance-2,ucb,38,0,204800,469
instance-2,ucb,39,0,204800,609
instance-2,ucb,40,0,204800,427
instance-2,ucb,41,0,204800,-90
instance-2,ucb,42,0,204800,683
instance-2,ucb,43,0,204800,373
instance-2,ucb,44,0,204800,863
instance-2,ucb,45,0,204800,187
instance-2,ucb,46,0,204800,638
instance-2,ucb,47,0,204800,455
instance-2,ucb,48,0,204800,264
instance-2,ucb,49,0,204800,270
instance-2,kl-ucb,0,0,50,12
instance-2,kl-ucb,1,0,50,4
instance-2,kl-ucb,2,0,50,7
instance-2,kl-ucb,3,0,50,15
instance-2,kl-ucb,4,0,50,6
instance-2,kl-ucb,5,0,50,6
instance-2,kl-ucb,6,0,50,10
instance-2,kl-ucb,7,0,50,4
instance-2,kl-ucb,8,0,50,8
instance-2,kl-ucb,9,0,50,4
instance-2,kl-ucb,10,0,50,11
instance-2,kl-ucb,11,0,50,9
instance-2,kl-ucb,12,0,50,5
instance-2,kl-ucb,13,0,50,9
instance-2,kl-ucb,14,0,50,6
instance-2,kl-ucb,15,0,50,10
instance-2,kl-ucb,16,0,50,13
instance-2,kl-ucb,17,0,50,14
instance-2,kl-ucb,18,0,50,4
instance-2,kl-ucb,19,0,50,-1
instance-2,kl-ucb,20,0,50,9
instance-2,kl-ucb,21,0,50,9
instance-2,kl-ucb,22,0,50,11
instance-2,kl-ucb,23,0,50,5
instance-2,kl-ucb,24,0,50,9
instance-2,kl-ucb,25,0,50,4
instance-2,kl-ucb,26,0,50,9
instance-2,kl-ucb,27,0,50,7
instance-2,kl-ucb,28,0,50,0
instance-2,kl-ucb,29,0,50,11
instance-2,kl-ucb,30,0,50,10
instance-2,kl-ucb,31,0,50,8
instance-2,kl-ucb,32,0,50,4
instance-2,kl-ucb,33,0,50,9
instance-2,kl-ucb,34,0,50,8
instance-2,kl-ucb,35,0,50,6
instance-2,kl-ucb,36,0,50,8
instance-2,kl-ucb,37,0,50,15
instance-2,kl-ucb,38,0,50,-1
instance-2,kl-ucb,39,0,50,6
instance-2,kl-ucb,40,0,50,5
instance-2,kl-ucb,41,0,50,7
instance-2,kl-ucb,42,0,50,6
instance-2,kl-ucb,43,0,50,13
instance-2,kl-ucb,44,0,50,4
instance-2,kl-ucb,45,0,50,7
instance-2,kl-ucb,46,0,50,5
instance-2,kl-ucb,47,0,50,12
instance-2,kl-ucb,48,0,50,-3
instance-2,kl-ucb,49,0,50,5
instance-2,kl-ucb,0,0,200,29
instance-2,kl-ucb,1,0,200,20
instance-2,kl-ucb,2,0,200,15
instance-2,kl-ucb,3,0,200,22
instance-2,kl-ucb,4,0,200,16
instance-2,kl-ucb,5,0,200,34
instance-2,kl-ucb,6,0,200,22
instance-2,kl-ucb,7,0,200,12
instance-2,kl-ucb,8,0,200,12
instance-2,kl-ucb,9,0,200,21
instance-2,kl-ucb,10,0,200,23
instance-2,kl-ucb,11,0,200,23
instance-2,kl-ucb,12,0,200,14
instance-2,kl-ucb,13,0,200,10
instance-2,kl-ucb,14,0,200,15
instance-2,kl-ucb,15,0,200,27
instance-2,kl-ucb,16,0,200,25
instance-2,kl-ucb,17,0,200,27
instance-2,kl-ucb,18,0,200,23
instance-2,kl-ucb,19,0,200,6
instance-2,kl-ucb,20,0,200,9
instance-2,kl-ucb,21,0,200,26
instance-2,kl-ucb,22,0,200,19
instance-2,kl-ucb,23,0,200,17
instance-2,kl-ucb,24,0,200,13
instance-2,kl-ucb,25,0,200,22
instance-2,kl-ucb,26,0,200,14
instance-2,kl-ucb,27,0,200,24
instance-2,kl-ucb,28,0,200,13
instance-2,kl-ucb,29,0,200,24
instance-2,kl-ucb,30,0,200,18
instance-2,kl-ucb,31,0,200,13
instance-2,kl-ucb,32,0,200,22
instance-2,kl-ucb,33,0,200,17
instance-2,kl-ucb,34,0,200,21
instance-2,kl-ucb,35,0,200,12
instance-2,kl-ucb,36,0,200,22
instance-2,kl-ucb,37,0,200,37
instance-2,kl-ucb,38,0,200,12
instance-2,kl-ucb,39,0,200,2
instance-2,kl-ucb,40,0,200,21
instance-2,kl-ucb,41,0,200,27
instance-2,kl-ucb,42,0,200,20
instance-2,kl-ucb,43,0,200,21
instance-2,kl-ucb,44,0,200,14
instance-2,kl-ucb,45,0,200,31
instance-2,kl-ucb,46,0,200,7
instance-2,kl-ucb,47,0,200,24
instance-2,kl-ucb,48,0,200,15
instance-2,kl-ucb,49,0,200,14
instance-2,kl-ucb,0,0,800,34
instance-2,kl-ucb,1,0,800,64
instance-2,kl-ucb,2,0,800,47
instance-2,kl-ucb,3,0,800,31
instance-2,kl-ucb,4,0,800,47
instance-2,kl-ucb,5,0,800,25
instance-2,kl-ucb,6,0,800,32
instance-2,kl-ucb,7,0,800,20
instance-2,kl-ucb,8,0,800,59
instance-2,kl-ucb,9,0,800,31
instance-2,kl-ucb,10,0,800,72
instance-2,kl-ucb,11,0,800,87
instance-2,kl-ucb,12,0,800,44
instance-2,kl-ucb,13,0,800,27
instance-2,kl-ucb,14,0,800,18
instance-2,kl-ucb,15,0,800,60
instance-2,kl-ucb,16,0,800,33
instance-2,kl-ucb,17,0,800,24
instance-2,kl-ucb,18,0,800,62
instance-2,kl-ucb,19,0,800,24
instance-2,kl-ucb,20,0,800,34
instance-2,kl-ucb,21,0,800,40
instance-2,kl-ucb,22,0,800,32
instance-2,kl-ucb,23,0,800,61
instance-2,kl-ucb,24,0,800,35
instance-2,kl-ucb,25,0,800,41
instance-2,kl-ucb,26,0,800,35
instance-2,kl-ucb,27,0,800,70
instance-2,kl-ucb,28,0,800,58
instance-2,kl-ucb,29,0,800,35
instance-2,kl-ucb,30,0,800,29
instance-2,kl-ucb,31,0,800,52
instance-2,kl-ucb,32,0,800,52
instance-2,kl-ucb,33,0,800,77
instance-2,kl-ucb,34,0,800,67
instance-2,kl-ucb,35,0,800,27
instance-2,kl-ucb,36,0,800,66
instance-2,kl-ucb,37,0,800,68
instance-2,kl-ucb,38,0,800,63
instance-2,kl-ucb,39,0,800,30
instance-2,kl-ucb,40,0,800,54
instance-2,kl-ucb,41,0,800,79
instance-2,kl-ucb,42,0,800,55
instance-2,kl-ucb,43,0,800,49
instance-2,kl-ucb,44,0,800,34
instance-2,kl-ucb,45,0,800,49
instance-2,kl-ucb,46,0,800,43
instance-2,kl-ucb,47,0,800,74
instance-2,kl-ucb,48,0,800,54
instance-2,kl-ucb,49,0,800,31
instance-2,kl-ucb,0,0,3200,98
instance-2,kl-ucb,1,0,3200,138
instance-2,kl-ucb,2,0,3200,100
instance-2,kl-ucb,3,0,3200,62
instance-2,kl-ucb,4,0,3200,94
instance-2,kl-ucb,5,0,3200,37
instance-2,kl-ucb,6,0,3200,55
instance-2,kl-ucb,7,0,3200,54
instance-2,kl-ucb,8,0,3200,34
instance-2,kl-ucb,9,0,3200,98
instance-2,kl-ucb,10,0,3200,88
instance-2,kl-ucb,11,0,3200,56
instance-2,kl-ucb,12,0,3200,134
instance-2,kl-ucb,13,0,3200,67
instance-2,kl-ucb,14,0,3200,59
instance-2,kl-ucb,15,0,3200,56
instance-2,kl-ucb,16,0,3200,132
instance-2,kl-ucb,17,0,3200,54
instance-2,kl-ucb,18,0,3200,74
instance-2,kl-ucb,19,0,3200,66
instance-2,kl-ucb,20,0,3200,99
instance-2,kl-ucb,21,0,3200,65
instance-2,kl-ucb,22,0,3200,63
instance-2,kl-ucb,23,0,3200,38
instance-2,kl-ucb,24,0,3200,108
instance-2,kl-ucb,25,0,3200,65
instance-2,kl-ucb,26,0,3200,136
instance-2,kl-ucb,27,0,3200,80
instance-2,kl-ucb,28,0,3200,74
instance-2,kl-ucb,29,0,3200,76
instance-2,kl-ucb,30,0,3200,43
instance-2,kl-ucb,31,0,3200,123
instance-2,kl-ucb,32,0,3200,101
instance-2,kl-ucb,33,0,3200,108
instance-2,kl-ucb,34,0,3200,128
instance-2,kl-ucb,35,0,3200,53
instance-2,kl-ucb,36,0,3200,124
instance-2,kl-ucb,37,0,3200,114
instance-2,kl-ucb,38,0,3200,119
instance-2,kl-ucb,39,0,3200,85
instance-2,kl-ucb,40,0,3200,59
instance-2,kl-ucb,41,0,3200,108
instance-2,kl-ucb,42,0,3200,120
instance-2,kl-ucb,43,0,3200,112
instance-2,kl-ucb,44,0,3200,40
instance-2,kl-ucb,45,0,3200,96
instance-2,kl-ucb,46,0,3200,47
instance-2,kl-ucb,47,0,3200,98
instance-2,kl-ucb,48,0,3200,152
instance-2,kl-ucb,49,0,3200,70
instance-2,kl-ucb,0,0,12800,136
instance-2,kl-ucb,1,0,12800,124
instance-2,kl-ucb,2,0,12800,67
instance-2,kl-ucb,3,0,12800,85
instance-2,kl-ucb,4,0,12800,28
instance-2,kl-ucb,5,0,12800,135
instance-2,kl-ucb,6,0,12800,94
instance-2,kl-ucb,7,0,12800,93
instance-2,kl-ucb,8,0,12800,-83
instance-2,kl-ucb,9,0,12800,125
instance-2,kl-ucb,10,0,12800,86
instance-2,kl-ucb,11,0,12800,31
instance-2,kl-ucb,12,0,12800,173
instance-2,kl-ucb,13,0,12800,97
instance-2,kl-ucb,14,0,12800,108
instance-2,kl-ucb,15,0,12800,52
instance-2,kl-ucb,16,0,12800,94
instance-2,kl-ucb,17,0,12800,61
instance-2,kl-ucb,18,0,12800,100
instance-2,kl-ucb,19,0,12800,120
instance-2,kl-ucb,20,0,12800,177
instance-2,kl-ucb,21,0,12800,95
instance-2,kl-ucb,22,0,12800,154
instance-2,kl-ucb,23,0,12800,63
instance-2,kl-ucb,24,0,12800,0
instance-2,kl-ucb,25,0,12800,209
instance-2,kl-ucb,26,0,12800,182
instance-2,kl-ucb,27,0,12800,171
instance-2,kl-ucb,28,0,12800,95
instance-2,kl-ucb,29,0,12800,57
instance-2,kl-ucb,30,0,12800,-67
instance-2,kl-ucb,31,0,12800,143
instance-2,kl-ucb,32,0,12800,95
instance-2,kl-ucb,33,0,12800,182
instance-2,kl-ucb,34,0,12800,207
instance-2,kl-ucb,35,0,12800,92
instance-2,kl-ucb,36,0,12800,29
instance-2,kl-ucb,37,0,12800,172
instance-2,kl-ucb,38,0,12800,29
instance-2,kl-ucb,39,0,12800,109
instance-2,kl-ucb,40,0,12800,67
instance-2,kl-ucb,41,0,12800,114
instance-2,kl-ucb,42,0,12800,122
instance-2,kl-ucb,43,0,12800,171
instance-2,kl-ucb,44,0,12800,210
instance-2,kl-ucb,45,0,12800,109
instance-2,kl-ucb,46,0,12800,152
instance-2,kl-ucb,47,0,12800,217
instance-2,kl-ucb,48,0,12800,226
instance-2,kl-ucb,49,0,12800,129
instance-2,kl-ucb,0,0,51200,106
instance-2,kl-ucb,1,0,51200,132
instance-2,kl-ucb,2,0,51200,118
instance-2,kl-ucb,3,0,51200,152
instance-2,kl-ucb,4,0,51200,-1
instance-2,kl-ucb,5,0,51200,198
instance-2,kl-ucb,6,0,51200,72
instance-2,kl-ucb,7,0,51200,135
instance-2,kl-ucb,8,0,51200,-194
instance-2,kl-ucb,9,0,51200,192
instance-2,kl-ucb,10,0,51200,67
instance-2,kl-ucb,11,0,51200,31
instance-2,kl-ucb,12,0,51200,120
instance-2,kl-ucb,13,0,51200,163
instance-2,kl-ucb,14,0,51200,-64
instance-2,kl-ucb,15,0,51200,99
instance-2,kl-ucb,16,0,51200,115
instance-2,kl-ucb,17,0,51200,107
instance-2,kl-ucb,18,0,51200,43
instance-2,kl-ucb,19,0,51200,15
instance-2,kl-ucb,20,0,51200,319
instance-2,kl-ucb,21,0,51200,222
instance-2,kl-ucb,22,0,51200,83
instance-2,kl-ucb,23,0,51200,48
instance-2,kl-ucb,24,0,51200,-76
instance-2,kl-ucb,25,0,51200,213
instance-2,kl-ucb,26,0,51200,284
instance-2,kl-ucb,27,0,51200,310
instance-2,kl-ucb,28,0,51200,68
instance-2,kl-ucb,29,0,51200,111
instance-2,kl-ucb,30,0,51200,-51
instance-2,kl-ucb,31,0,51200,234
instance-2,kl-ucb,32,0,51200,105
instance-2,kl-ucb,33,0,51200,241
instance-2,kl-ucb,34,0,51200,169
instance-2,kl-ucb,35,0,51200,-6
instance-2,kl-ucb,36,0,51200,57
instance-2,kl-ucb,37,0,51200,182
instance-2,kl-ucb,38,0,51200,69
instance-2,kl-ucb,39,0,51200,43
instance-2,kl-ucb,40,0,51200,11
instance-2,kl-ucb,41,0,51200,12
instance-2,kl-ucb,42,0,51200,69
instance-2,kl-ucb,43,0,51200,294
instance-2,kl-ucb,44,0,51200,394
instance-2,kl-ucb,45,0,51200,133
instance-2,kl-ucb,46,0,51200,106
instance-2,kl-ucb,47,0,51200,366
instance-2,kl-ucb,48,0,51200,318
instance-2,kl-ucb,49,0,51200,34
instance-2,kl-ucb,0,0,204800,-7
instance-2,kl-ucb,1,0,204800,251
instance-2,kl-ucb,2,0,204800,73
instance-2,kl-ucb,3,0,204800,313
instance-2,kl-ucb,4,0,204800,-124
instance-2,kl-ucb,5,0,204800,-49
instance-2,kl-ucb,6,0,204800,368
instance-2,kl-ucb,7,0,204800,75
instance-2,kl-ucb,8,0,204800,-457
instance-2,kl-ucb,9,0,204800,-5
instance-2,kl-ucb,10,0,204800,16
instance-2,kl-ucb,11,0,204800,157
instance-2,kl-ucb,12,0,204800,384
instance-2,kl-ucb,13,0,204800,128
instance-2,kl-ucb,14,0,204800,-74
instance-2,kl-ucb,15,0,204800,48
instance-2,kl-ucb,16,0,204800,187
instance-2,kl-ucb,17,0,204800,32
instance-2,kl-ucb,18,0,204800,98
instance-2,kl-ucb,19,0,204800,-48
instance-2,kl-ucb,20,0,204800,568
instance-2,kl-ucb,21,0,204800,403
instance-2,kl-ucb,22,0,204800,426
instance-2,kl-ucb,23,0,204800,364
instance-2,kl-ucb,24,0,204800,-257
instance-2,kl-ucb,25,0,204800,102
instance-2,kl-ucb,26,0,204800,258
instance-2,kl-ucb,27,0,204800,59
instance-2,kl-ucb,28,0,204800,-192
instance-2,kl-ucb,29,0,204800,39
instance-2,kl-ucb,30,0,204800,169
instance-2,kl-ucb,31,0,204800,291
instance-2,kl-ucb,32,0,204800,43
instance-2,kl-ucb,33,0,204800,202
instance-2,kl-ucb,34,0,204800,106
instance-2,kl-ucb,35,0,204800,-272
instance-2,kl-ucb,36,0,204800,59
instance-2,kl-ucb,37,0,204800,429
instance-2,kl-ucb,38,0,204800,302
instance-2,kl-ucb,39,0,204800,285
instance-2,kl-ucb,40,0,204800,177
instance-2,kl-ucb,41,0,204800,-351
instance-2,kl-ucb,42,0,204800,378
instance-2,kl-ucb,43,0,204800,127
instance-2,kl-ucb,44,0,204800,668
instance-2,kl-ucb,45,0,204800,-14
instance-2,kl-ucb,46,0,204800,395
instance-2,kl-ucb,47,0,204800,199
instance-2,kl-ucb,48,0,204800,31
instance-2,kl-ucb,49,0,204800,61
instance-2,thompson-sampling,0,0,50,10
instance-2,thompson-sampling,1,0,50,1
instance-2,thompson-sampling,2,0,50,11
instance-2,thompson-sampling,3,0,50,11
instance-2,thompson-sampling,4,0,50,7
instance-2,thompson-sampling,5,0,50,4
instance-2,thompson-sampling,6,0,50,14
instance-2,thompson-sampling,7,0,50,4
instance-2,thompson-sampling,8,0,50,4
instance-2,thompson-sampling,9,0,50,4
instance-2,thompson-sampling,10,0,50,10
instance-2,thompson-sampling,11,0,50,10
instance-2,thompson-sampling,12,0,50,8
instance-2,thompson-sampling,13,0,50,8
instance-2,thompson-sampling,14,0,50,6
instance-2,thompson-sampling,15,0,50,10
instance-2,thompson-sampling,16,0,50,6
instance-2,thompson-sampling,17,0,50,17
instance-2,thompson-sampling,18,0,50,4
instance-2,thompson-sampling,19,0,50,4
instance-2,thompson-sampling,20,0,50,5
instance-2,thompson-sampling,21,0,50,3
instance-2,thompson-sampling,22,0,50,12
instance-2,thompson-sampling,23,0,50,6
instance-2,thompson-sampling,24,0,50,8
instance-2,thompson-sampling,25,0,50,2
instance-2,thompson-sampling,26,0,50,6
instance-2,thompson-sampling,27,0,50,13
instance-2,thompson-sampling,28,0,50,-2
instance-2,thompson-sampling,29,0,50,4
instance-2,thompson-sampling,30,0,50,14
instance-2,thompson-sampling,31,0,50,7
instance-2,thompson-sampling,32,0,50,4
instance-2,thompson-sampling,33,0,50,6
instance-2,thompson-sampling,34,0,50,13
instance-2,thompson-sampling,35,0,50,3
instance-2,thompson-sampling,36,0,50,11
instance-2,thompson-sampling,37,0,50,8
instance-2,thompson-sampling,38,0,50,7
instance-2,thompson-sampling,39,0,50,6
instance-2,thompson-sampling,40,0,50,5
instance-2,thompson-sampling,41,0,50,8
instance-2,thompson-sampling,42,0,50,2
instance-2,thompson-sampling,43,0,50,9
instance-2,thompson-sampling,44,0,50,5
instance-2,thompson-sampling,45,0,50,8
instance-2,thompson-sampling,46,0,50,3
instance-2,thompson-sampling,47,0,50,4
instance-2,thompson-sampling,48,0,50,-1
instance-2,thompson-sampling,49,0,50,7
instance-2,thompson-sampling,0,0,200,22
instance-2,thompson-sampling,1,0,200,14
instance-2,thompson-sampling,2,0,200,17
instance-2,thompson-sampling,3,0,200,24
instance-2,thompson-sampling,4,0,200,7
instance-2,thompson-sampling,5,0,200,23
instance-2,thompson-sampling,6,0,200,21
instance-2,thompson-sampling,7,0,200,9
instance-2,thompson-sampling,8,0,200,12
instance-2,thompson-sampling,9,0,200,6
instance-2,thompson-sampling,10,0,200,14
instance-2,thompson-sampling,11,0,200,14
instance-2,thompson-sampling,12,0,200,10
instance-2,thompson-sampling,13,0,200,8
instance-2,thompson-sampling,14,0,200,8
instance-2,thompson-sampling,15,0,200,17
instance-2,thompson-sampling,16,0,200,7
instance-2,thompson-sampling,17,0,200,52
instance-2,thompson-sampling,18,0,200,26
instance-2,thompson-sampling,19,0,200,4
instance-2,thompson-sampling,20,0,200,4
instance-2,thompson-sampling,21,0,200,12
instance-2,thompson-sampling,22,0,200,18
instance-2,thompson-sampling,23,0,200,11
instance-2,thompson-sampling,24,0,200,15
instance-2,thompson-sampling,25,0,200,1
instance-2,thompson-sampling,26,0,200,9
instance-2,thompson-sampling,27,0,200,42
instance-2,thompson-sampling,28,0,200,-2
instance-2,thompson-sampling,29,0,200,14
instance-2,thompson-sampling,30,0,200,32
instance-2,thompson-sampling,31,0,200,6
instance-2,thompson-sampling,32,0,200,10
instance-2,thompson-sampling,33,0,200,-2
instance-2,thompson-sampling,34,0,200,26
instance-2,thompson-sampling,35,0,200,4
instance-2,thompson-sampling,36,0,200,18
instance-2,thompson-sampling,37,0,200,18
instance-2,thompson-sampling,38,0,200,15
instance-2,thompson-sampling,39,0,200,11
instance-2,thompson-sampling,40,0,200,11
instance-2,thompson-sampling,41,0,200,18
instance-2,thompson-sampling,42,0,200,13
instance-2,thompson-sampling,43,0,200,23
instance-2,thompson-sampling,44,0,200,24
instance-2,thompson-sampling,45,0,200,26
instance-2,thompson-sampling,46,0,200,12
instance-2,thompson-sampling,47,0,200,12
instance-2,thompson-sampling,48,0,200,14
instance-2,thompson-sampling,49,0,200,16
instance-2,thompson-sampling,0,0,800,8
instance-2,thompson-sampling,1,0,800,38
instance-2,thompson-sampling,2,0,800,15
instance-2,thompson-sampling,3,0,800,26
instance-2,thompson-sampling,4,0,800,34
instance-2,thompson-sampling,5,0,800,10
instance-2,thompson-sampling,6,0,800,21
instance-2,thompson-sampling,7,0,800,10
instance-2,thompson-sampling,8,0,800,60
instance-2,thompson-sampling,9,0,800,5
instance-2,thompson-sampling,10,0,800,32
instance-2,thompson-sampling,11,0,800,43
instance-2,thompson-sampling,12,0,800,25
instance-2,thompson-sampling,13,0,800,15
instance-2,thompson-sampling,14,0,800,-9
instance-2,thompson-sampling,15,0,800,51
instance-2,thompson-sampling,16,0,800,17
instance-2,thompson-sampling,17,0,800,98
instance-2,thompson-sampling,18,0,800,48
instance-2,thompson-sampling,19,0,800,-1
instance-2,thompson-sampling,20,0,800,10
instance-2,thompson-sampling,21,0,800,29
instance-2,thompson-sampling,22,0,800,17
instance-2,thompson-sampling,23,0,800,45
instance-2,thompson-sampling,24,0,800,26
instance-2,thompson-sampling,25,0,800,11
instance-2,thompson-sampling,26,0,800,12
instance-2,thompson-sampling,27,0,800,72
instance-2,thompson-sampling,28,0,800,15
instance-2,thompson-sampling,29,0,800,29
instance-2,thompson-sampling,30,0,800,45
instance-2,thompson-sampling,31,0,800,18
instance-2,thompson-sampling,32,0,800,24
instance-2,thompson-sampling,33,0,800,21
instance-2,thompson-sampling,34,0,800,38
instance-2,thompson-sampling,35,0,800,-1
instance-2,thompson-sampling,36,0,800,65
instance-2,thompson-sampling,37,0,800,29
instance-2,thompson-sampling,38,0,800,64
instance-2,thompson-sampling,39,0,800,5
instance-2,thompson-sampling,40,0,800,21
instance-2,thompson-sampling,41,0,800,42
instance-2,thompson-sampling,42,0,800,54
instance-2,thompson-sampling,43,0,800,16
instance-2,thompson-sampling,44,0,800,27
instance-2,thompson-sampling,45,0,800,34
instance-2,thompson-sampling,46,0,800,52
instance-2,thompson-sampling,47,0,800,41
instance-2,thompson-sampling,48,0,800,53
instance-2,thompson-sampling,49,0,800,20
instance-2,thompson-sampling,0,0,3200,42
instance-2,thompson-sampling,1,0,3200,85
instance-2,thompson-sampling,2,0,3200,49
instance-2,thompson-sampling,3,0,3200,35
instance-2,thompson-sampling,4,0,3200,75
instance-2,thompson-sampling,5,0,3200,1
instance-2,thompson-sampling,6,0,3200,27
instance-2,thompson-sampling,7,0,3200,2
instance-2,thompson-sampling,8,0,3200,24
instance-2,thompson-sampling,9,0,3200,37
instance-2,thompson-sampling,10,0,3200,36
instance-2,thompson-sampling,11,0,3200,12
instance-2,thompson-sampling,12,0,3200,50
instance-2,thompson-sampling,13,0,3200,48
instance-2,thompson-sampling,14,0,3200,15
instance-2,thompson-sampling,15,0,3200,23
instance-2,thompson-sampling,16,0,3200,75
instance-2,thompson-sampling,17,0,3200,367
instance-2,thompson-sampling,18,0,3200,28
instance-2,thompson-sampling,19,0,3200,-8
instance-2,thompson-sampling,20,0,3200,54
instance-2,thompson-sampling,21,0,3200,38
instance-2,thompson-sampling,22,0,3200,31
instance-2,thompson-sampling,23,0,3200,17
instance-2,thompson-sampling,24,0,3200,89
instance-2,thompson-sampling,25,0,3200,21
instance-2,thompson-sampling,26,0,3200,61
instance-2,thompson-sampling,27,0,3200,67
instance-2,thompson-sampling,28,0,3200,6
instance-2,thompson-sampling,29,0,3200,32
instance-2,thompson-sampling,30,0,3200,45
instance-2,thompson-sampling,31,0,3200,86
instance-2,thompson-sampling,32,0,3200,49
instance-2,thompson-sampling,33,0,3200,9
instance-2,thompson-sampling,34,0,3200,60
instance-2,thompson-sampling,35,0,3200,-17
instance-2,thompson-sampling,36,0,3200,113
instance-2,thompson-sampling,37,0,3200,37
instance-2,thompson-sampling,38,0,3200,96
instance-2,thompson-sampling,39,0,3200,8
instance-2,thompson-sampling,40,0,3200,-4
instance-2,thompson-sampling,41,0,3200,59
instance-2,thompson-sampling,42,0,3200,89
instance-2,thompson-sampling,43,0,3200,42
instance-2,thompson-sampling,44,0,3200,4
instance-2,thompson-sampling,45,0,3200,18
instance-2,thompson-sampling,46,0,3200,26
instance-2,thompson-sampling,47,0,3200,47
instance-2,thompson-sampling,48,0,3200,118
instance-2,thompson-sampling,49,0,3200,25
instance-2,thompson-sampling,0,0,12800,75
instance-2,thompson-sampling,1,0,12800,53
instance-2,thompson-sampling,2,0,12800,6
instance-2,thompson-sampling,3,0,12800,22
instance-2,thompson-sampling,4,0,12800,-4
instance-2,thompson-sampling,5,0,12800,59
instance-2,thompson-sampling,6,0,12800,43
instance-2,thompson-sampling,7,0,12800,33
instance-2,thompson-sampling,8,0,12800,-100
instance-2,thompson-sampling,9,0,12800,47
instance-2,thompson-sampling,10,0,12800,15
instance-2,thompson-sampling,11,0,12800,-25
instance-2,thompson-sampling,12,0,12800,73
instance-2,thompson-sampling,13,0,12800,60
instance-2,thompson-sampling,14,0,12800,41
instance-2,thompson-sampling,15,0,12800,4
instance-2,thompson-sampling,16,0,12800,40
instance-2,thompson-sampling,17,0,12800,595
instance-2,thompson-sampling,18,0,12800,19
instance-2,thompson-sampling,19,0,12800,21
instance-2,thompson-sampling,20,0,12800,115
instance-2,thompson-sampling,21,0,12800,39
instance-2,thompson-sampling,22,0,12800,105
instance-2,thompson-sampling,23,0,12800,25
instance-2,thompson-sampling,24,0,12800,-32
instance-2,thompson-sampling,25,0,12800,131
instance-2,thompson-sampling,26,0,12800,90
instance-2,thompson-sampling,27,0,12800,109
instance-2,thompson-sampling,28,0,12800,-17
instance-2,thompson-sampling,29,0,12800,-8
instance-2,thompson-sampling,30,0,12800,-96
instance-2,thompson-sampling,31,0,12800,92
instance-2,thompson-sampling,32,0,12800,32
instance-2,thompson-sampling,33,0,12800,53
instance-2,thompson-sampling,34,0,12800,70
instance-2,thompson-sampling,35,0,12800,-7
instance-2,thompson-sampling,36,0,12800,11
instance-2,thompson-sampling,37,0,12800,61
instance-2,thompson-sampling,38,0,12800,-1
instance-2,thompson-sampling,39,0,12800,-22
instance-2,thompson-sampling,40,0,12800,-58
instance-2,thompson-sampling,41,0,12800,44
instance-2,thompson-sampling,42,0,12800,83
instance-2,thompson-sampling,43,0,12800,79
instance-2,thompson-sampling,44,0,12800,140
instance-2,thompson-sampling,45,0,12800,6
instance-2,thompson-sampling,46,0,12800,82
instance-2,thompson-sampling,47,0,12800,145
instance-2,thompson-sampling,48,0,12800,180
instance-2,thompson-sampling,49,0,12800,56
instance-2,thompson-sampling,0,0,51200,24
instance-2,thompson-sampling,1,0,51200,26
instance-2,thompson-sampling,2,0,51200,38
instance-2,thompson-sampling,3,0,51200,80
instance-2,thompson-sampling,4,0,51200,-46
instance-2,thompson-sampling,5,0,51200,94
instance-2,thompson-sampling,6,0,51200,15
instance-2,thompson-sampling,7,0,51200,56
instance-2,thompson-sampling,8,0,51200,-205
instance-2,thompson-sampling,9,0,51200,77
instance-2,thompson-sampling,10,0,51200,-67
instance-2,thompson-sampling,11,0,51200,-76
instance-2,thompson-sampling,12,0,51200,13
instance-2,thompson-sampling,13,0,51200,78
instance-2,thompson-sampling,14,0,51200,-178
instance-2,thompson-sampling,15,0,51200,33
instance-2,thompson-sampling,16,0,51200,58
instance-2,thompson-sampling,17,0,51200,599
instance-2,thompson-sampling,18,0,51200,-54
instance-2,thompson-sampling,19,0,51200,-112
instance-2,thompson-sampling,20,0,51200,235
instance-2,thompson-sampling,21,0,51200,144
instance-2,thompson-sampling,22,0,51200,9
instance-2,thompson-sampling,23,0,51200,-30
instance-2,thompson-sampling,24,0,51200,-133
instance-2,thompson-sampling,25,0,51200,123
instance-2,thompson-sampling,26,0,51200,182
